,date,Team_1,Team_2,Winner,Margin,Ground,previous_appearances_team_1,previous_titles_team_1,previous_finals_team_1,previous_semifinals_team_1,Position_team_1,Points_team_1,previous_appearances_team_2,previous_titles_team_2,previous_finals_team_2,previous_semifinals_team_2,Position_team_2,Points_team_2
382,7-Dec-10,India,New Zealand,India,5 wickets,Bengaluru,11,2,3,6,2,121,11,0,1,7,4,113
383,10-Dec-10,India,New Zealand,India,8 wickets,Chennai,11,2,3,6,2,121,11,0,1,7,4,113
384,16-Oct-16,India,New Zealand,India,6 wickets,Dharamsala,11,2,3,6,2,121,11,0,1,7,4,113
385,20-Oct-16,India,New Zealand,New Zealand,6 runs,Delhi,11,2,3,6,2,121,11,0,1,7,4,113
386,23-Oct-16,India,New Zealand,India,7 wickets,Mohali,11,2,3,6,2,121,11,0,1,7,4,113
387,26-Oct-16,India,New Zealand,New Zealand,19 runs,Ranchi,11,2,3,6,2,121,11,0,1,7,4,113
388,29-Oct-16,India,New Zealand,India,190 runs,Visakhapatnam,11,2,3,6,2,121,11,0,1,7,4,113
389,22-Oct-17,India,New Zealand,New Zealand,6 wickets,Mumbai,11,2,3,6,2,121,11,0,1,7,4,113
390,25-Oct-17,India,New Zealand,India,6 wickets,Pune,11,2,3,6,2,121,11,0,1,7,4,113
391,29-Oct-17,India,New Zealand,India,6 runs,Kanpur,11,2,3,6,2,121,11,0,1,7,4,113
392,25-Feb-11,Australia,New Zealand,Australia,7 wickets,Nagpur,11,5,6,7,5,109,11,0,1,7,4,113
393,12-Jun-13,Australia,New Zealand,no result,,Birmingham,11,5,6,7,5,109,11,0,1,7,4,113
394,29-Mar-15,Australia,New Zealand,Australia,7 wickets,Melbourne,11,5,6,7,5,109,11,0,1,7,4,113
395,4-Dec-16,Australia,New Zealand,Australia,68 runs,Sydney,11,5,6,7,5,109,11,0,1,7,4,113
396,6-Dec-16,Australia,New Zealand,Australia,116 runs,Canberra,11,5,6,7,5,109,11,0,1,7,4,113
397,9-Dec-16,Australia,New Zealand,Australia,117 runs,Melbourne,11,5,6,7,5,109,11,0,1,7,4,113
398,2-Jun-17,Australia,New Zealand,no result,,Birmingham,11,5,6,7,5,109,11,0,1,7,4,113
399,5-Jul-12,West Indies,New Zealand,West Indies,9 wickets,Kingston,11,2,3,4,8,77,11,0,1,7,4,113
400,7-Jul-12,West Indies,New Zealand,West Indies,55 runs,Kingston,11,2,3,4,8,77,11,0,1,7,4,113
401,11-Jul-12,West Indies,New Zealand,New Zealand,88 runs,Basseterre,11,2,3,4,8,77,11,0,1,7,4,113
402,14-Jul-12,West Indies,New Zealand,West Indies,24 runs,Basseterre,11,2,3,4,8,77,11,0,1,7,4,113
403,16-Jul-12,West Indies,New Zealand,West Indies,20 runs,Basseterre,11,2,3,4,8,77,11,0,1,7,4,113
404,13-Aug-10,Sri Lanka,New Zealand,Sri Lanka,3 wickets,Dambulla,11,1,3,4,9,76,11,0,1,7,4,113
405,"Aug 19-20, 2010",Sri Lanka,New Zealand,no result,,Dambulla,11,1,3,4,9,76,11,0,1,7,4,113
406,29-Mar-11,Sri Lanka,New Zealand,Sri Lanka,5 wickets,Colombo (RPS),11,1,3,4,9,76,11,0,1,7,4,113
407,4-Nov-12,Sri Lanka,New Zealand,Sri Lanka,14 runs,Pallekele,11,1,3,4,9,76,11,0,1,7,4,113
408,6-Nov-12,Sri Lanka,New Zealand,Sri Lanka,7 wickets,Pallekele,11,1,3,4,9,76,11,0,1,7,4,113
409,10-Nov-12,Sri Lanka,New Zealand,Sri Lanka,7 wickets,Hambantota,11,1,3,4,9,76,11,0,1,7,4,113
410,12-Nov-12,Sri Lanka,New Zealand,no result,,Hambantota,11,1,3,4,9,76,11,0,1,7,4,113
411,10-Nov-13,Sri Lanka,New Zealand,no result,,Hambantota,11,1,3,4,9,76,11,0,1,7,4,113
412,12-Nov-13,Sri Lanka,New Zealand,New Zealand,4 wickets,Hambantota,11,1,3,4,9,76,11,0,1,7,4,113
413,16-Nov-13,Sri Lanka,New Zealand,Sri Lanka,36 runs,Dambulla,11,1,3,4,9,76,11,0,1,7,4,113
414,31-May-13,England,New Zealand,New Zealand,5 wickets,Lord's,11,0,3,5,1,125,11,0,1,7,4,113
415,2-Jun-13,England,New Zealand,New Zealand,86 runs,Southampton,11,0,3,5,1,125,11,0,1,7,4,113
416,5-Jun-13,England,New Zealand,England,34 runs,Nottingham,11,0,3,5,1,125,11,0,1,7,4,113
417,16-Jun-13,England,New Zealand,England,10 runs,Cardiff,11,0,3,5,1,125,11,0,1,7,4,113
418,9-Jun-15,England,New Zealand,England,210 runs,Birmingham,11,0,3,5,1,125,11,0,1,7,4,113
419,12-Jun-15,England,New Zealand,New Zealand,13 runs,The Oval,11,0,3,5,1,125,11,0,1,7,4,113
420,14-Jun-15,England,New Zealand,New Zealand,3 wickets,Southampton,11,0,3,5,1,125,11,0,1,7,4,113
421,17-Jun-15,England,New Zealand,England,7 wickets,Nottingham,11,0,3,5,1,125,11,0,1,7,4,113
422,20-Jun-15,England,New Zealand,England,3 wickets,Chester-le-Street,11,0,3,5,1,125,11,0,1,7,4,113
423,6-Jun-17,England,New Zealand,England,87 runs,Cardiff,11,0,3,5,1,125,11,0,1,7,4,113
424,19-Jan-13,South Africa,New Zealand,New Zealand,1 wicket,Paarl,6,0,0,4,3,115,11,0,1,7,4,113
425,22-Jan-13,South Africa,New Zealand,New Zealand,27 runs,Kimberley,6,0,0,4,3,115,11,0,1,7,4,113
426,25-Jan-13,South Africa,New Zealand,South Africa,1 wicket,Potchefstroom,6,0,0,4,3,115,11,0,1,7,4,113
427,19-Aug-15,South Africa,New Zealand,South Africa,20 runs,Centurion,6,0,0,4,3,115,11,0,1,7,4,113
428,23-Aug-15,South Africa,New Zealand,New Zealand,8 wickets,Potchefstroom,6,0,0,4,3,115,11,0,1,7,4,113
429,26-Aug-15,South Africa,New Zealand,South Africa,62 runs,Durban,6,0,0,4,3,115,11,0,1,7,4,113
430,4-Mar-11,Bangladesh,West Indies,West Indies,9 wickets,Dhaka,5,0,0,0,7,90,11,2,3,4,8,77
431,13-Oct-11,Bangladesh,West Indies,West Indies,40 runs,Dhaka,5,0,0,0,7,90,11,2,3,4,8,77
432,15-Oct-11,Bangladesh,West Indies,West Indies,8 wickets,Dhaka,5,0,0,0,7,90,11,2,3,4,8,77
433,18-Oct-11,Bangladesh,West Indies,Bangladesh,8 wickets,Chittagong,5,0,0,0,7,90,11,2,3,4,8,77
434,30-Nov-12,Bangladesh,West Indies,Bangladesh,7 wickets,Khulna,5,0,0,0,7,90,11,2,3,4,8,77
435,2-Dec-12,Bangladesh,West Indies,Bangladesh,160 runs,Khulna,5,0,0,0,7,90,11,2,3,4,8,77
436,5-Dec-12,Bangladesh,West Indies,West Indies,4 wickets,Dhaka,5,0,0,0,7,90,11,2,3,4,8,77
437,7-Dec-12,Bangladesh,West Indies,West Indies,75 runs,Dhaka,5,0,0,0,7,90,11,2,3,4,8,77
438,8-Dec-12,Bangladesh,West Indies,Bangladesh,2 wickets,Dhaka,5,0,0,0,7,90,11,2,3,4,8,77
439,20-Mar-11,India,West Indies,India,80 runs,Chennai,11,2,3,6,2,121,11,2,3,4,8,77
440,29-Nov-11,India,West Indies,India,1 wicket,Cuttack,11,2,3,6,2,121,11,2,3,4,8,77
441,2-Dec-11,India,West Indies,India,5 wickets,Visakhapatnam,11,2,3,6,2,121,11,2,3,4,8,77
442,5-Dec-11,India,West Indies,West Indies,16 runs,Ahmedabad,11,2,3,6,2,121,11,2,3,4,8,77
443,8-Dec-11,India,West Indies,India,153 runs,Indore,11,2,3,6,2,121,11,2,3,4,8,77
444,11-Dec-11,India,West Indies,India,34 runs,Chennai,11,2,3,6,2,121,11,2,3,4,8,77
445,11-Jun-13,India,West Indies,India,8 wickets,The Oval,11,2,3,6,2,121,11,2,3,4,8,77
446,21-Nov-13,India,West Indies,India,6 wickets,Kochi,11,2,3,6,2,121,11,2,3,4,8,77
447,24-Nov-13,India,West Indies,West Indies,2 wickets,Visakhapatnam,11,2,3,6,2,121,11,2,3,4,8,77
448,27-Nov-13,India,West Indies,India,5 wickets,Kanpur,11,2,3,6,2,121,11,2,3,4,8,77
449,8-Oct-14,India,West Indies,West Indies,124 runs,Kochi,11,2,3,6,2,121,11,2,3,4,8,77
450,11-Oct-14,India,West Indies,India,48 runs,Delhi,11,2,3,6,2,121,11,2,3,4,8,77
451,17-Oct-14,India,West Indies,India,59 runs,Dharamsala,11,2,3,6,2,121,11,2,3,4,8,77
452,6-Mar-15,India,West Indies,India,4 wickets,Perth,11,2,3,6,2,121,11,2,3,4,8,77
453,7-Feb-10,Australia,West Indies,Australia,113 runs,Melbourne,11,5,6,7,5,109,11,2,3,4,8,77
454,9-Feb-10,Australia,West Indies,Australia,8 wickets,Adelaide,11,5,6,7,5,109,11,2,3,4,8,77
455,12-Feb-10,Australia,West Indies,no result,,Sydney,11,5,6,7,5,109,11,2,3,4,8,77
456,14-Feb-10,Australia,West Indies,Australia,50 runs,Brisbane,11,5,6,7,5,109,11,2,3,4,8,77
457,19-Feb-10,Australia,West Indies,Australia,125 runs,Melbourne,11,5,6,7,5,109,11,2,3,4,8,77
458,1-Feb-13,Australia,West Indies,Australia,9 wickets,Perth,11,5,6,7,5,109,11,2,3,4,8,77
459,3-Feb-13,Australia,West Indies,Australia,54 runs,Perth,11,5,6,7,5,109,11,2,3,4,8,77
460,6-Feb-13,Australia,West Indies,Australia,39 runs,Canberra,11,5,6,7,5,109,11,2,3,4,8,77
461,8-Feb-13,Australia,West Indies,Australia,5 wickets,Sydney,11,5,6,7,5,109,11,2,3,4,8,77
462,10-Feb-13,Australia,West Indies,Australia,17 runs,Melbourne,11,5,6,7,5,109,11,2,3,4,8,77
463,26-Dec-13,New Zealand,West Indies,West Indies,2 wickets,Auckland,11,0,1,7,4,113,11,2,3,4,8,77
464,1-Jan-14,New Zealand,West Indies,New Zealand,159 runs,Queenstown,11,0,1,7,4,113,11,2,3,4,8,77
465,4-Jan-14,New Zealand,West Indies,New Zealand,58 runs,Nelson,11,0,1,7,4,113,11,2,3,4,8,77
466,8-Jan-14,New Zealand,West Indies,West Indies,203 runs,Hamilton,11,0,1,7,4,113,11,2,3,4,8,77
467,21-Mar-15,New Zealand,West Indies,New Zealand,143 runs,Wellington,11,0,1,7,4,113,11,2,3,4,8,77
468,31-Jan-11,Sri Lanka,West Indies,no result,,Colombo (SSC),11,1,3,4,9,76,11,2,3,4,8,77
469,3-Feb-11,Sri Lanka,West Indies,Sri Lanka,8 wickets,Colombo (SSC),11,1,3,4,9,76,11,2,3,4,8,77
470,6-Feb-11,Sri Lanka,West Indies,Sri Lanka,26 runs,Colombo (SSC),11,1,3,4,9,76,11,2,3,4,8,77
471,1-Nov-15,Sri Lanka,West Indies,Sri Lanka,1 wicket,Colombo (RPS),11,1,3,4,9,76,11,2,3,4,8,77
472,4-Nov-15,Sri Lanka,West Indies,Sri Lanka,8 wickets,Colombo (RPS),11,1,3,4,9,76,11,2,3,4,8,77
473,7-Nov-15,Sri Lanka,West Indies,Sri Lanka,19 runs,Pallekele,11,1,3,4,9,76,11,2,3,4,8,77
474,16-Nov-16,Sri Lanka,West Indies,West Indies,62 runs,Harare,11,1,3,4,9,76,11,2,3,4,8,77
475,23-Nov-16,Sri Lanka,West Indies,Sri Lanka,1 run,Bulawayo,11,1,3,4,9,76,11,2,3,4,8,77
476,17-Mar-11,England,West Indies,England,18 runs,Chennai,11,0,3,5,1,125,11,2,3,4,8,77
477,16-Jun-12,England,West Indies,England,114 runs,Southampton,11,0,3,5,1,125,11,2,3,4,8,77
478,19-Jun-12,England,West Indies,England,8 wickets,The Oval,11,0,3,5,1,125,11,2,3,4,8,77
479,19-Sep-17,England,West Indies,England,7 wickets,Manchester,11,0,3,5,1,125,11,2,3,4,8,77
480,21-Sep-17,England,West Indies,no result,,Nottingham,11,0,3,5,1,125,11,2,3,4,8,77
481,24-Sep-17,England,West Indies,England,124 runs,Bristol,11,0,3,5,1,125,11,2,3,4,8,77
482,27-Sep-17,England,West Indies,England,6 runs,The Oval,11,0,3,5,1,125,11,2,3,4,8,77
483,29-Sep-17,England,West Indies,England,9 wickets,Southampton,11,0,3,5,1,125,11,2,3,4,8,77
484,24-Feb-11,South Africa,West Indies,South Africa,7 wickets,Delhi,6,0,0,4,3,115,11,2,3,4,8,77
485,14-Jun-13,South Africa,West Indies,tied,,Cardiff,6,0,0,4,3,115,11,2,3,4,8,77
486,16-Jan-15,South Africa,West Indies,South Africa,61 runs,Durban,6,0,0,4,3,115,11,2,3,4,8,77
487,18-Jan-15,South Africa,West Indies,South Africa,148 runs,Johannesburg,6,0,0,4,3,115,11,2,3,4,8,77
488,21-Jan-15,South Africa,West Indies,South Africa,9 wickets,East London,6,0,0,4,3,115,11,2,3,4,8,77
489,25-Jan-15,South Africa,West Indies,West Indies,1 wicket,Port Elizabeth,6,0,0,4,3,115,11,2,3,4,8,77
490,28-Jan-15,South Africa,West Indies,South Africa,131 runs,Centurion,6,0,0,4,3,115,11,2,3,4,8,77
491,27-Feb-15,South Africa,West Indies,South Africa,257 runs,Sydney,6,0,0,4,3,115,11,2,3,4,8,77
492,23-Mar-11,Pakistan,West Indies,Pakistan,10 wickets,Dhaka,11,1,2,6,6,94,11,2,3,4,8,77
493,7-Jun-13,Pakistan,West Indies,West Indies,2 wickets,The Oval,11,1,2,6,6,94,11,2,3,4,8,77
494,21-Feb-15,Pakistan,West Indies,West Indies,150 runs,Christchurch,11,1,2,6,6,94,11,2,3,4,8,77
495,30-Sep-16,Pakistan,West Indies,Pakistan,111 runs,Sharjah,11,1,2,6,6,94,11,2,3,4,8,77
496,2-Oct-16,Pakistan,West Indies,Pakistan,59 runs,Sharjah,11,1,2,6,6,94,11,2,3,4,8,77
497,5-Oct-16,Pakistan,West Indies,Pakistan,136 runs,Abu Dhabi,11,1,2,6,6,94,11,2,3,4,8,77
498,19-Mar-11,Bangladesh,South Africa,South Africa,206 runs,Dhaka,5,0,0,0,7,90,6,0,0,4,3,115
499,10-Jul-15,Bangladesh,South Africa,South Africa,8 wickets,Dhaka,5,0,0,0,7,90,6,0,0,4,3,115
500,12-Jul-15,Bangladesh,South Africa,Bangladesh,7 wickets,Dhaka,5,0,0,0,7,90,6,0,0,4,3,115
501,15-Jul-15,Bangladesh,South Africa,Bangladesh,9 wickets,Chittagong,5,0,0,0,7,90,6,0,0,4,3,115
502,21-Feb-10,India,South Africa,India,1 run,Jaipur,11,2,3,6,2,121,6,0,0,4,3,115
503,24-Feb-10,India,South Africa,India,153 runs,Gwalior,11,2,3,6,2,121,6,0,0,4,3,115
504,27-Feb-10,India,South Africa,South Africa,90 runs,Ahmedabad,11,2,3,6,2,121,6,0,0,4,3,115
505,12-Mar-11,India,South Africa,South Africa,3 wickets,Nagpur,11,2,3,6,2,121,6,0,0,4,3,115
506,6-Jun-13,India,South Africa,India,26 runs,Cardiff,11,2,3,6,2,121,6,0,0,4,3,115
507,22-Feb-15,India,South Africa,India,130 runs,Melbourne,11,2,3,6,2,121,6,0,0,4,3,115
508,11-Oct-15,India,South Africa,South Africa,5 runs,Kanpur,11,2,3,6,2,121,6,0,0,4,3,115
509,14-Oct-15,India,South Africa,India,22 runs,Indore,11,2,3,6,2,121,6,0,0,4,3,115
510,18-Oct-15,India,South Africa,South Africa,18 runs,Rajkot,11,2,3,6,2,121,6,0,0,4,3,115
511,22-Oct-15,India,South Africa,India,35 runs,Chennai,11,2,3,6,2,121,6,0,0,4,3,115
512,25-Oct-15,India,South Africa,South Africa,214 runs,Mumbai,11,2,3,6,2,121,6,0,0,4,3,115
513,11-Jun-17,India,South Africa,India,8 wickets,The Oval,11,2,3,6,2,121,6,0,0,4,3,115
514,27-Aug-14,Australia,South Africa,South Africa,7 wickets,Harare,11,5,6,7,5,109,6,0,0,4,3,115
515,2-Sep-14,Australia,South Africa,Australia,62 runs,Harare,11,5,6,7,5,109,6,0,0,4,3,115
516,6-Sep-14,Australia,South Africa,South Africa,6 wickets,Harare,11,5,6,7,5,109,6,0,0,4,3,115
517,14-Nov-14,Australia,South Africa,Australia,32 runs,Perth,11,5,6,7,5,109,6,0,0,4,3,115
518,16-Nov-14,Australia,South Africa,South Africa,3 wickets,Perth,11,5,6,7,5,109,6,0,0,4,3,115
519,19-Nov-14,Australia,South Africa,Australia,73 runs,Canberra,11,5,6,7,5,109,6,0,0,4,3,115
520,21-Nov-14,Australia,South Africa,Australia,3 wickets,Melbourne,11,5,6,7,5,109,6,0,0,4,3,115
521,23-Nov-14,Australia,South Africa,Australia,2 wickets,Sydney,11,5,6,7,5,109,6,0,0,4,3,115
522,7-Jun-16,Australia,South Africa,South Africa,47 runs,Providence,11,5,6,7,5,109,6,0,0,4,3,115
523,11-Jun-16,Australia,South Africa,Australia,36 runs,Basseterre,11,5,6,7,5,109,6,0,0,4,3,115
524,19-Jun-16,Australia,South Africa,no result,,Bridgetown,11,5,6,7,5,109,6,0,0,4,3,115
525,25-Mar-11,New Zealand,South Africa,New Zealand,49 runs,Dhaka,11,0,1,7,4,113,6,0,0,4,3,115
526,25-Feb-12,New Zealand,South Africa,South Africa,6 wickets,Wellington,11,0,1,7,4,113,6,0,0,4,3,115
527,29-Feb-12,New Zealand,South Africa,South Africa,6 wickets,Napier,11,0,1,7,4,113,6,0,0,4,3,115
528,3-Mar-12,New Zealand,South Africa,South Africa,5 wickets,Auckland,11,0,1,7,4,113,6,0,0,4,3,115
529,21-Oct-14,New Zealand,South Africa,South Africa,6 wickets,Mount Maunganui,11,0,1,7,4,113,6,0,0,4,3,115
530,24-Oct-14,New Zealand,South Africa,South Africa,72 runs,Mount Maunganui,11,0,1,7,4,113,6,0,0,4,3,115
531,27-Oct-14,New Zealand,South Africa,no result,,Hamilton,11,0,1,7,4,113,6,0,0,4,3,115
532,24-Mar-15,New Zealand,South Africa,New Zealand,4 wickets,Auckland,11,0,1,7,4,113,6,0,0,4,3,115
533,19-Feb-17,New Zealand,South Africa,South Africa,4 wickets,Hamilton,11,0,1,7,4,113,6,0,0,4,3,115
534,22-Feb-17,New Zealand,South Africa,New Zealand,6 runs,Christchurch,11,0,1,7,4,113,6,0,0,4,3,115
535,25-Feb-17,New Zealand,South Africa,South Africa,159 runs,Wellington,11,0,1,7,4,113,6,0,0,4,3,115
536,1-Mar-17,New Zealand,South Africa,New Zealand,7 wickets,Hamilton,11,0,1,7,4,113,6,0,0,4,3,115
537,4-Mar-17,New Zealand,South Africa,South Africa,6 wickets,Auckland,11,0,1,7,4,113,6,0,0,4,3,115
538,22-May-10,West Indies,South Africa,South Africa,66 runs,North Sound,11,2,3,4,8,77,6,0,0,4,3,115
539,24-May-10,West Indies,South Africa,South Africa,17 runs,North Sound,11,2,3,4,8,77,6,0,0,4,3,115
540,28-May-10,West Indies,South Africa,South Africa,67 runs,Roseau,11,2,3,4,8,77,6,0,0,4,3,115
541,30-May-10,West Indies,South Africa,South Africa,7 wickets,Roseau,11,2,3,4,8,77,6,0,0,4,3,115
542,3-Jun-10,West Indies,South Africa,South Africa,1 wicket,Port of Spain,11,2,3,4,8,77,6,0,0,4,3,115
543,3-Jun-16,West Indies,South Africa,West Indies,4 wickets,Providence,11,2,3,4,8,77,6,0,0,4,3,115
544,15-Jun-16,West Indies,South Africa,South Africa,139 runs,Basseterre,11,2,3,4,8,77,6,0,0,4,3,115
545,24-Jun-16,West Indies,South Africa,West Indies,100 runs,Bridgetown,11,2,3,4,8,77,6,0,0,4,3,115
546,20-Jul-13,Sri Lanka,South Africa,Sri Lanka,180 runs,Colombo (RPS),11,1,3,4,9,76,6,0,0,4,3,115
547,23-Jul-13,Sri Lanka,South Africa,Sri Lanka,17 runs,Colombo (RPS),11,1,3,4,9,76,6,0,0,4,3,115
548,26-Jul-13,Sri Lanka,South Africa,South Africa,56 runs,Pallekele,11,1,3,4,9,76,6,0,0,4,3,115
549,28-Jul-13,Sri Lanka,South Africa,Sri Lanka,8 wickets,Pallekele,11,1,3,4,9,76,6,0,0,4,3,115
550,31-Jul-13,Sri Lanka,South Africa,Sri Lanka,128 runs,Colombo (RPS),11,1,3,4,9,76,6,0,0,4,3,115
551,6-Jul-14,Sri Lanka,South Africa,South Africa,75 runs,Colombo (RPS),11,1,3,4,9,76,6,0,0,4,3,115
552,9-Jul-14,Sri Lanka,South Africa,Sri Lanka,87 runs,Pallekele,11,1,3,4,9,76,6,0,0,4,3,115
553,12-Jul-14,Sri Lanka,South Africa,South Africa,82 runs,Hambantota,11,1,3,4,9,76,6,0,0,4,3,115
554,6-Mar-11,England,South Africa,England,6 runs,Chennai,11,0,3,5,1,125,6,0,0,4,3,115
555,24-Aug-12,England,South Africa,no result,,Cardiff,11,0,3,5,1,125,6,0,0,4,3,115
556,28-Aug-12,England,South Africa,South Africa,80 runs,Southampton,11,0,3,5,1,125,6,0,0,4,3,115
557,31-Aug-12,England,South Africa,England,4 wickets,The Oval,11,0,3,5,1,125,6,0,0,4,3,115
558,2-Sep-12,England,South Africa,England,6 wickets,Lord's,11,0,3,5,1,125,6,0,0,4,3,115
559,5-Sep-12,England,South Africa,South Africa,7 wickets,Nottingham,11,0,3,5,1,125,6,0,0,4,3,115
560,19-Jun-13,England,South Africa,England,7 wickets,The Oval,11,0,3,5,1,125,6,0,0,4,3,115
561,24-May-17,England,South Africa,England,72 runs,Leeds,11,0,3,5,1,125,6,0,0,4,3,115
562,27-May-17,England,South Africa,England,2 runs,Southampton,11,0,3,5,1,125,6,0,0,4,3,115
563,29-May-17,England,South Africa,South Africa,7 wickets,Lord's,11,0,3,5,1,125,6,0,0,4,3,115
564,29-Oct-10,Pakistan,South Africa,South Africa,8 wickets,Abu Dhabi,11,1,2,6,6,94,6,0,0,4,3,115
565,31-Oct-10,Pakistan,South Africa,Pakistan,1 wicket,Abu Dhabi,11,1,2,6,6,94,6,0,0,4,3,115
566,2-Nov-10,Pakistan,South Africa,South Africa,2 runs,Dubai (DSC),11,1,2,6,6,94,6,0,0,4,3,115
567,5-Nov-10,Pakistan,South Africa,Pakistan,1 wicket,Dubai (DSC),11,1,2,6,6,94,6,0,0,4,3,115
568,8-Nov-10,Pakistan,South Africa,South Africa,57 runs,Dubai (DSC),11,1,2,6,6,94,6,0,0,4,3,115
569,10-Jun-13,Pakistan,South Africa,South Africa,67 runs,Birmingham,11,1,2,6,6,94,6,0,0,4,3,115
570,30-Oct-13,Pakistan,South Africa,South Africa,1 run,Sharjah,11,1,2,6,6,94,6,0,0,4,3,115
571,1-Nov-13,Pakistan,South Africa,Pakistan,66 runs,Dubai (DSC),11,1,2,6,6,94,6,0,0,4,3,115
572,6-Nov-13,Pakistan,South Africa,South Africa,68 runs,Abu Dhabi,11,1,2,6,6,94,6,0,0,4,3,115
573,8-Nov-13,Pakistan,South Africa,South Africa,28 runs,Abu Dhabi,11,1,2,6,6,94,6,0,0,4,3,115
574,11-Nov-13,Pakistan,South Africa,South Africa,117 runs,Sharjah,11,1,2,6,6,94,6,0,0,4,3,115
575,7-Mar-15,Pakistan,South Africa,Pakistan,29 runs,Auckland,11,1,2,6,6,94,6,0,0,4,3,115
576,7-Jun-17,Pakistan,South Africa,Pakistan,19 runs,Birmingham,11,1,2,6,6,94,6,0,0,4,3,115
577,9-Apr-11,Bangladesh,Australia,Australia,60 runs,Dhaka,5,0,0,0,7,90,11,5,6,7,5,109
578,11-Apr-11,Bangladesh,Australia,Australia,9 wickets,Dhaka,5,0,0,0,7,90,11,5,6,7,5,109
579,13-Apr-11,Bangladesh,Australia,Australia,66 runs,Dhaka,5,0,0,0,7,90,11,5,6,7,5,109
580,20-Oct-10,India,Australia,India,5 wickets,Visakhapatnam,11,2,3,6,2,121,11,5,6,7,5,109
581,24-Mar-11,India,Australia,India,5 wickets,Ahmedabad,11,2,3,6,2,121,11,5,6,7,5,109
582,13-Oct-13,India,Australia,Australia,72 runs,Pune,11,2,3,6,2,121,11,5,6,7,5,109
583,16-Oct-13,India,Australia,India,9 wickets,Jaipur,11,2,3,6,2,121,11,5,6,7,5,109
584,19-Oct-13,India,Australia,Australia,4 wickets,Mohali,11,2,3,6,2,121,11,5,6,7,5,109
585,23-Oct-13,India,Australia,no result,,Ranchi,11,2,3,6,2,121,11,5,6,7,5,109
586,30-Oct-13,India,Australia,India,6 wickets,Nagpur,11,2,3,6,2,121,11,5,6,7,5,109
587,2-Nov-13,India,Australia,India,57 runs,Bengaluru,11,2,3,6,2,121,11,5,6,7,5,109
588,17-Sep-17,India,Australia,India,26 runs,Chennai,11,2,3,6,2,121,11,5,6,7,5,109
589,21-Sep-17,India,Australia,India,50 runs,Kolkata,11,2,3,6,2,121,11,5,6,7,5,109
590,24-Sep-17,India,Australia,India,5 wickets,Indore,11,2,3,6,2,121,11,5,6,7,5,109
591,28-Sep-17,India,Australia,Australia,21 runs,Bengaluru,11,2,3,6,2,121,11,5,6,7,5,109
592,1-Oct-17,India,Australia,India,7 wickets,Nagpur,11,2,3,6,2,121,11,5,6,7,5,109
593,3-Mar-10,New Zealand,Australia,New Zealand,2 wickets,Napier,11,0,1,7,4,113,11,5,6,7,5,109
594,6-Mar-10,New Zealand,Australia,Australia,12 runs,Auckland,11,0,1,7,4,113,11,5,6,7,5,109
595,9-Mar-10,New Zealand,Australia,Australia,6 wickets,Hamilton,11,0,1,7,4,113,11,5,6,7,5,109
596,11-Mar-10,New Zealand,Australia,Australia,6 wickets,Auckland,11,0,1,7,4,113,11,5,6,7,5,109
597,13-Mar-10,New Zealand,Australia,New Zealand,51 runs,Wellington,11,0,1,7,4,113,11,5,6,7,5,109
598,28-Feb-15,New Zealand,Australia,New Zealand,1 wicket,Auckland,11,0,1,7,4,113,11,5,6,7,5,109
599,3-Feb-16,New Zealand,Australia,New Zealand,159 runs,Auckland,11,0,1,7,4,113,11,5,6,7,5,109
600,6-Feb-16,New Zealand,Australia,Australia,4 wickets,Wellington,11,0,1,7,4,113,11,5,6,7,5,109
601,8-Feb-16,New Zealand,Australia,New Zealand,55 runs,Hamilton,11,0,1,7,4,113,11,5,6,7,5,109
602,30-Jan-17,New Zealand,Australia,New Zealand,6 runs,Auckland,11,0,1,7,4,113,11,5,6,7,5,109
603,5-Feb-17,New Zealand,Australia,New Zealand,24 runs,Hamilton,11,0,1,7,4,113,11,5,6,7,5,109
604,25-Aug-12,Afghanistan,Australia,Australia,66 runs,Sharjah,1,0,0,0,10,63,11,5,6,7,5,109
605,16-Mar-12,West Indies,Australia,Australia,64 runs,Kingstown,11,2,3,4,8,77,11,5,6,7,5,109
606,18-Mar-12,West Indies,Australia,West Indies,5 wickets,Kingstown,11,2,3,4,8,77,11,5,6,7,5,109
607,20-Mar-12,West Indies,Australia,tied,,Kingstown,11,2,3,4,8,77,11,5,6,7,5,109
608,23-Mar-12,West Indies,Australia,West Indies,42 runs,Gros Islet,11,2,3,4,8,77,11,5,6,7,5,109
609,25-Mar-12,West Indies,Australia,Australia,30 runs,Gros Islet,11,2,3,4,8,77,11,5,6,7,5,109
610,5-Jun-16,West Indies,Australia,Australia,6 wickets,Providence,11,2,3,4,8,77,11,5,6,7,5,109
611,13-Jun-16,West Indies,Australia,West Indies,4 wickets,Basseterre,11,2,3,4,8,77,11,5,6,7,5,109
612,21-Jun-16,West Indies,Australia,Australia,6 wickets,Bridgetown,11,2,3,4,8,77,11,5,6,7,5,109
613,26-Jun-16,West Indies,Australia,Australia,58 runs,Bridgetown,11,2,3,4,8,77,11,5,6,7,5,109
614,5-Mar-11,Sri Lanka,Australia,no result,,Colombo (RPS),11,1,3,4,9,76,11,5,6,7,5,109
615,10-Aug-11,Sri Lanka,Australia,Australia,7 wickets,Pallekele,11,1,3,4,9,76,11,5,6,7,5,109
