,date,Team_1,Team_2,Winner,Margin,Ground,previous_appearances_team_1,previous_titles_team_1,previous_finals_team_1,previous_semifinals_team_1,Position_team_1,Points_team_1,previous_appearances_team_2,previous_titles_team_2,previous_finals_team_2,previous_semifinals_team_2,Position_team_2,Points_team_2
616,14-Aug-11,Sri Lanka,Australia,Australia,8 wickets,Hambantota,11,1,3,4,9,76,11,5,6,7,5,109
617,16-Aug-11,Sri Lanka,Australia,Sri Lanka,78 runs,Hambantota,11,1,3,4,9,76,11,5,6,7,5,109
618,20-Aug-11,Sri Lanka,Australia,Australia,5 wickets,Colombo (RPS),11,1,3,4,9,76,11,5,6,7,5,109
619,22-Aug-11,Sri Lanka,Australia,Sri Lanka,4 wickets,Colombo (RPS),11,1,3,4,9,76,11,5,6,7,5,109
620,21-Aug-16,Sri Lanka,Australia,Australia,3 wickets,Colombo (RPS),11,1,3,4,9,76,11,5,6,7,5,109
621,24-Aug-16,Sri Lanka,Australia,Sri Lanka,82 runs,Colombo (RPS),11,1,3,4,9,76,11,5,6,7,5,109
622,28-Aug-16,Sri Lanka,Australia,Australia,2 wickets,Dambulla,11,1,3,4,9,76,11,5,6,7,5,109
623,31-Aug-16,Sri Lanka,Australia,Australia,6 wickets,Dambulla,11,1,3,4,9,76,11,5,6,7,5,109
624,4-Sep-16,Sri Lanka,Australia,Australia,5 wickets,Pallekele,11,1,3,4,9,76,11,5,6,7,5,109
625,22-Jun-10,England,Australia,England,4 wickets,Southampton,11,0,3,5,1,125,11,5,6,7,5,109
626,24-Jun-10,England,Australia,England,4 wickets,Cardiff,11,0,3,5,1,125,11,5,6,7,5,109
627,27-Jun-10,England,Australia,England,1 wicket,Manchester,11,0,3,5,1,125,11,5,6,7,5,109
628,30-Jun-10,England,Australia,Australia,78 runs,The Oval,11,0,3,5,1,125,11,5,6,7,5,109
629,3-Jul-10,England,Australia,Australia,42 runs,Lord's,11,0,3,5,1,125,11,5,6,7,5,109
630,29-Jun-12,England,Australia,England,15 runs,Lord's,11,0,3,5,1,125,11,5,6,7,5,109
631,1-Jul-12,England,Australia,England,6 wickets,The Oval,11,0,3,5,1,125,11,5,6,7,5,109
632,7-Jul-12,England,Australia,England,8 wickets,Chester-le-Street,11,0,3,5,1,125,11,5,6,7,5,109
633,10-Jul-12,England,Australia,England,7 wickets,Manchester,11,0,3,5,1,125,11,5,6,7,5,109
634,8-Jun-13,England,Australia,England,48 runs,Birmingham,11,0,3,5,1,125,11,5,6,7,5,109
635,8-Sep-13,England,Australia,Australia,88 runs,Manchester,11,0,3,5,1,125,11,5,6,7,5,109
636,11-Sep-13,England,Australia,no result,,Birmingham,11,0,3,5,1,125,11,5,6,7,5,109
637,14-Sep-13,England,Australia,England,3 wickets,Cardiff,11,0,3,5,1,125,11,5,6,7,5,109
638,16-Sep-13,England,Australia,Australia,49 runs,Southampton,11,0,3,5,1,125,11,5,6,7,5,109
639,3-Sep-15,England,Australia,Australia,59 runs,Southampton,11,0,3,5,1,125,11,5,6,7,5,109
640,5-Sep-15,England,Australia,Australia,64 runs,Lord's,11,0,3,5,1,125,11,5,6,7,5,109
641,8-Sep-15,England,Australia,England,93 runs,Manchester,11,0,3,5,1,125,11,5,6,7,5,109
642,11-Sep-15,England,Australia,England,3 wickets,Leeds,11,0,3,5,1,125,11,5,6,7,5,109
643,13-Sep-15,England,Australia,Australia,8 wickets,Manchester,11,0,3,5,1,125,11,5,6,7,5,109
644,10-Jun-17,England,Australia,England,40 runs,Birmingham,11,0,3,5,1,125,11,5,6,7,5,109
645,19-Oct-11,South Africa,Australia,Australia,93 runs,Centurion,6,0,0,4,3,115,11,5,6,7,5,109
646,23-Oct-11,South Africa,Australia,South Africa,80 runs,Port Elizabeth,6,0,0,4,3,115,11,5,6,7,5,109
647,28-Oct-11,South Africa,Australia,Australia,3 wickets,Durban,6,0,0,4,3,115,11,5,6,7,5,109
648,30-Sep-16,South Africa,Australia,South Africa,6 wickets,Centurion,6,0,0,4,3,115,11,5,6,7,5,109
649,2-Oct-16,South Africa,Australia,South Africa,142 runs,Johannesburg,6,0,0,4,3,115,11,5,6,7,5,109
650,5-Oct-16,South Africa,Australia,South Africa,4 wickets,Durban,6,0,0,4,3,115,11,5,6,7,5,109
651,9-Oct-16,South Africa,Australia,South Africa,6 wickets,Port Elizabeth,6,0,0,4,3,115,11,5,6,7,5,109
652,12-Oct-16,South Africa,Australia,South Africa,31 runs,Cape Town,6,0,0,4,3,115,11,5,6,7,5,109
653,1-Mar-14,Bangladesh,Afghanistan,Afghanistan,32 runs,Fatullah,5,0,0,0,7,90,1,0,0,0,10,63
654,25-Sep-16,Bangladesh,Afghanistan,Bangladesh,7 runs,Dhaka,5,0,0,0,7,90,1,0,0,0,10,63
655,28-Sep-16,Bangladesh,Afghanistan,Afghanistan,2 wickets,Dhaka,5,0,0,0,7,90,1,0,0,0,10,63
656,1-Oct-16,Bangladesh,Afghanistan,Bangladesh,141 runs,Dhaka,5,0,0,0,7,90,1,0,0,0,10,63
657,4-Mar-15,Australia,Afghanistan,Australia,275 runs,Perth,11,5,6,7,5,109,1,0,0,0,10,63
658,8-Mar-15,New Zealand,Afghanistan,New Zealand,6 wickets,Napier,11,0,1,7,4,113,1,0,0,0,10,63
659,9-Jun-17,West Indies,Afghanistan,Afghanistan,63 runs,Gros Islet,11,2,3,4,8,77,1,0,0,0,10,63
660,11-Jun-17,West Indies,Afghanistan,West Indies,4 wickets,Gros Islet,11,2,3,4,8,77,1,0,0,0,10,63
661,14-Jun-17,West Indies,Afghanistan,no result,,Gros Islet,11,2,3,4,8,77,1,0,0,0,10,63
662,5-Jun-17,Australia,Bangladesh,no result,,The Oval,11,5,6,7,5,109,5,0,0,0,7,90
663,5-Feb-10,New Zealand,Bangladesh,New Zealand,146 runs,Napier,11,0,1,7,4,113,5,0,0,0,7,90
664,8-Feb-10,New Zealand,Bangladesh,New Zealand,5 wickets,Dunedin,11,0,1,7,4,113,5,0,0,0,7,90
665,11-Feb-10,New Zealand,Bangladesh,New Zealand,3 wickets,Christchurch,11,0,1,7,4,113,5,0,0,0,7,90
666,13-Mar-15,New Zealand,Bangladesh,New Zealand,3 wickets,Hamilton,11,0,1,7,4,113,5,0,0,0,7,90
667,26-Dec-16,New Zealand,Bangladesh,New Zealand,77 runs,Christchurch,11,0,1,7,4,113,5,0,0,0,7,90
668,29-Dec-16,New Zealand,Bangladesh,New Zealand,67 runs,Nelson,11,0,1,7,4,113,5,0,0,0,7,90
669,31-Dec-16,New Zealand,Bangladesh,New Zealand,8 wickets,Nelson,11,0,1,7,4,113,5,0,0,0,7,90
670,18-Feb-15,Afghanistan,Bangladesh,Bangladesh,105 runs,Canberra,1,0,0,0,10,63,5,0,0,0,7,90
671,20-Aug-14,West Indies,Bangladesh,West Indies,3 wickets,St George's,11,2,3,4,8,77,5,0,0,0,7,90
672,22-Aug-14,West Indies,Bangladesh,West Indies,177 runs,St George's,11,2,3,4,8,77,5,0,0,0,7,90
673,25-Aug-14,West Indies,Bangladesh,West Indies,91 runs,Basseterre,11,2,3,4,8,77,5,0,0,0,7,90
674,18-Jun-10,Sri Lanka,Bangladesh,Sri Lanka,126 runs,Dambulla,11,1,3,4,9,76,5,0,0,0,7,90
675,23-Mar-13,Sri Lanka,Bangladesh,Sri Lanka,8 wickets,Hambantota,11,1,3,4,9,76,5,0,0,0,7,90
676,25-Mar-13,Sri Lanka,Bangladesh,no result,,Hambantota,11,1,3,4,9,76,5,0,0,0,7,90
677,28-Mar-13,Sri Lanka,Bangladesh,Bangladesh,3 wickets,Pallekele,11,1,3,4,9,76,5,0,0,0,7,90
678,25-Mar-17,Sri Lanka,Bangladesh,Bangladesh,90 runs,Dambulla,11,1,3,4,9,76,5,0,0,0,7,90
679,28-Mar-17,Sri Lanka,Bangladesh,no result,,Dambulla,11,1,3,4,9,76,5,0,0,0,7,90
680,1-Apr-17,Sri Lanka,Bangladesh,Sri Lanka,70 runs,Colombo (SSC),11,1,3,4,9,76,5,0,0,0,7,90
681,8-Jul-10,England,Bangladesh,England,6 wickets,Nottingham,11,0,3,5,1,125,5,0,0,0,7,90
682,10-Jul-10,England,Bangladesh,Bangladesh,5 runs,Bristol,11,0,3,5,1,125,5,0,0,0,7,90
683,12-Jul-10,England,Bangladesh,England,144 runs,Birmingham,11,0,3,5,1,125,5,0,0,0,7,90
684,1-Jun-17,England,Bangladesh,England,8 wickets,The Oval,11,0,3,5,1,125,5,0,0,0,7,90
685,15-Oct-17,South Africa,Bangladesh,South Africa,10 wickets,Kimberley,6,0,0,4,3,115,5,0,0,0,7,90
686,18-Oct-17,South Africa,Bangladesh,South Africa,104 runs,Paarl,6,0,0,4,3,115,5,0,0,0,7,90
687,22-Oct-17,South Africa,Bangladesh,South Africa,200 runs,East London,6,0,0,4,3,115,5,0,0,0,7,90
